filename,surname,name,full_name,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,perf_clean,has_thumbnail,filepath_thumbnail,credits,decade,continent
edition6/edition6_sequence_3.mp4,Bos,Marie-Jinette,Bos Marie-Jinette,F,1978,6th,1978-021,France,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,Europe
edition6/edition6_sequence_6.mp4,Camboulas,Isabelle,Camboulas Isabelle,F,1978,6th,1978-059,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,Europe
edition6/edition6_sequence_12.mp4,Coste,Arnaud,Coste Arnaud,M,1978,6th,1978-086,France,classical,,0,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1970,Europe
edition6/edition6_sequence_16.mp4,Fabre,Danièle,Fabre Danièle,F,1978,6th,1978-041,France,free,,0,"Gymnopédies, Eric Satie, Alex Ursuliak",,,,"Gymnopédies, Eric Satie, Alex Ursuliak","Gymnopédies, Eric Satie, Alex Ursuliak",1.0,,,1970,Europe
edition6/edition6_sequence_14.mp4,Fons,Michel,Fons Michel,M,1978,6th,1978-071,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1970,Europe
edition6/edition6_sequence_15.mp4,Jacob,Isabelle,Jacob Isabelle,F,1978,6th,1978-048,France,free,,0,"Suite Scythe, Prokofiev, José Ferran",,,,"Suite Scythe, Prokofiev, José Ferran","Suite Scythe, Prokofiev, José Ferran",1.0,,,1970,Europe
edition6/edition6_sequence_11.mp4,Maillard,Jan,Maillard Jan,M,1978,6th,1978-076,Belgium,classical,,0,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1970,Europe
edition6/edition6_sequence_7.mp4,Marchand,Christiane,Marchand Christiane,F,1978,6th,1978-016,Belgium,classical,,0,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1.0,,,1970,Europe
edition6/edition6_sequence_10.mp4,Michel,Thierry,Michel Thierry,M,1978,6th,1978-080,France,classical,,0,Sleeping Beauty - Act III Prince Desiré,,,,Sleeping Beauty - Act III Prince Desiré,Sleeping Beauty - Act 3 - Prince Désiré,1.0,,,1970,Europe
edition6/edition6_sequence_5.mp4,Paisey,Karen,Paisey Karen,F,1978,6th,1978-011,United Kingdom,classical,,0,Swan Lake - Pas de Trois,,,,Swan Lake - Pas de Trois,Swan Lake - Pas De Trois,1.0,,,1970,Europe
edition6/edition6_sequence_9.mp4,Sette,Thierry,Sette Thierry,M,1978,6th,1978-091,France,classical,,0,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1.0,,,1970,Europe
edition6/edition6_sequence_8.mp4,Stierli,Jasmine,Stierli Jasmine,F,1978,6th,1978-066,Switzerland,classical,Prix du meilleur Suisse,1,Sleeping Beauty - Lilac Fairy,,,,Sleeping Beauty - Lilac Fairy,Sleeping Beauty - Lilac Fairy,1.0,,,1970,Europe
edition6/edition6_sequence_2.mp4,Yoshida,Naomi,Yoshida Naomi,F,1978,6th,1978-012,Japan,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1.0,,,1970,Asia
edition6/edition6_sequence_4.mp4,Zerara,Catherine,Zerara Catherine,F,1978,6th,1978-053,France,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,Europe
edition7/edition7_sequence_2.mp4,Albert,Deanne,Albert Deanne,F,1979,7th,1979-007,USA,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,North America
edition7/edition7_sequence_11.mp4,Bachbeuyukian,Rouben,Bachbeuyukian Rouben,M,1979,7th,1979-068,France,classical,"Prix d'encouragement de la Fondation de la Danse, Paris",1,Swan Lake - Act II,,,,Swan Lake - Act II,Swan Lake - Act 2,1.0,,,1970,Europe
edition7/edition7_sequence_8.mp4,Boisnon,Jean-Fran?ois,Boisnon Jean-Fran?ois,M,1979,7th,1979-056,France,classical,,0,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1970,Europe
edition7/edition7_sequence_13.mp4,Broeckx,Jan,Broeckx Jan,M,1979,7th,1979-067,Belgium,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Giselle - Act II,,,,Giselle - Act II,Giselle - Act 2,1.0,,,1970,Europe
edition7/edition7_sequence_12.mp4,Broomhead,Philipp,Broomhead Philipp,M,1979,7th,1979-069,United Kingdom,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III Prince Desiré,,,,Sleeping Beauty - Act III Prince Desiré,Sleeping Beauty - Act 3 - Prince Désiré,1.0,,,1970,Europe
edition7/edition7_sequence_5.mp4,Funt,Jessica,Funt Jessica,F,1979,7th,1979-001,USA,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Coppelia - Act III,,,,Coppelia - Act III,Coppelia - Act 3,1.0,,,1970,North America
edition7/edition7_sequence_22.mp4,Hara,Misako,Hara Misako,F,1979,7th,1979-022,Japan,free,,0,"la Biche, Toru Takemitsu, Chorégraphie Personnelle",,,,"la Biche, Toru Takemitsu, Chorégraphie Personnelle","La Biche, Toru Takemitsu, Chorégraphie Personnelle",1.0,,,1970,Asia
edition7/edition7_sequence_10.mp4,Herment,Jean-Jacques,Herment Jean-Jacques,M,1979,7th,1979-060,France,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1.0,,,1970,Europe
edition7/edition7_sequence_1.mp4,Mosselmans,Pascale,Mosselmans Pascale,F,1979,7th,1979-039,France,classical,,0,Swan Lake - Act I,,,,Swan Lake - Act I,Swan Lake - Act 1,1.0,,,1970,Europe
edition7/edition7_sequence_9.mp4,Onzia,Koen,Onzia Koen,M,1979,7th,1979-051,Belgium,classical,Médaille d'or,1,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1.0,,,1970,Europe
edition7/edition7_sequence_0.mp4,Perronno,Myriam,Perronno Myriam,F,1979,7th,1979-042,France,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,Europe
edition7/edition7_sequence_6.mp4,Rathfelder,Mylène,Rathfelder Mylène,F,1979,7th,1979-023,Switzerland,classical,Prix du meilleur Suisse,1,Coppelia - Act III,,,,Coppelia - Act III,Coppelia - Act 3,1.0,,,1970,Europe
edition7/edition7_sequence_3.mp4,Tucker,Ravenna,Tucker Ravenna,F,1979,7th,1979-029,United Kingdom,classical,"Prix d'encouragement de la Fondation de la Danse, Paris",1,Sleeping Beauty - Act II,,,,Sleeping Beauty - Act II,Sleeping Beauty - Act 2,1.0,,,1970,Europe
edition7/edition7_sequence_7.mp4,V?re,Tiina,V?re Tiina,M,1979,7th,1979-046,Finland,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1.0,,,1970,Europe
edition7/edition7_sequence_4.mp4,Voisard,Sylvia-Inès,Voisard Sylvia-Inès,F,1979,7th,1979-016,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,Sleeping Beauty - Act 1,1.0,,,1970,Europe
Armand_Patrick_1980.tif,Armand,Patrick,Armand Patrick,M,1980,8th,1980-064,France,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Aromaa_Jukka_1980.tif,Aromaa,Jukka,Aromaa Jukka,M,1980,8th,1980-071,Finland,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Belando_Béatrice_1980.tif,Belando,Béatrice,Belando Béatrice,F,1980,8th,1980-048,France,photo,,0,,,,,,,0.0,,,1980,Europe
Broeckx_Wim_1980.tif,Broeckx,Wim,Broeckx Wim,M,1980,8th,1980-072,Belgium,photo,,0,,,,,,,0.0,,Marcel Imsand,1980,Europe
Bull_Deborah_1980.tif,Bull,Deborah,Bull Deborah,F,1980,8th,1980-040,United Kingdom,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Ferri_Alessandra_1980.tif,Ferri,Alessandra,Ferri Alessandra,F,1980,8th,1980-002,Italy,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Ghiglione_Valérie_1980.tif,Ghiglione,Valérie,Ghiglione Valérie,F,1980,8th,1980-027,France,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Haenni_Yves_1980.tif,Haenni,Yves,Haenni Yves,M,1980,8th,1980-063,Switzerland,photo,,1,,,,,,,0.0,,Sandrine Magni,1980,Europe
Horiuchi_Gen_1980.tif,Horiuchi,Gen,Horiuchi Gen,M,1980,8th,1980-061,Japan,photo,,1,,,,,,,0.0,,Yvan Muriset,1980,Asia
Keller_Marie-Laure_1980.tif,Keller,Marie-Laure,Keller Marie-Laure,F,1980,8th,1980-039,Switzerland,photo,,1,,,,,,,0.0,,Marcel Imsand,1980,Europe
Kimura_Yukari_1980.tif,Kimura,Yukari,Kimura Yukari,F,1980,8th,1980-014,Japan,photo,,0,,,,,,,0.0,,,1980,Asia
Raffa_Nancy_1980.tif,Raffa,Nancy,Raffa Nancy,F,1980,8th,1980-008,USA,photo,,1,,,,,,,0.0,,Yvan Muriset,1980,North America
Rikimaru_Junna_1980.tif,Rikimaru,Junna,Rikimaru Junna,F,1980,8th,1980-010,Japan,photo,,1,,,,,,,0.0,,Sandrine Magni,1980,Asia
edition9/edition9_sequence_7.mp4,Belando,Béatrice,Belando Béatrice,F,1981,9th,1981-054,France,classical,,0,Paquita,,,,Paquita,Paquita,1.0,,,1980,Europe
edition9/edition9_sequence_3.mp4,Benjamin,Leanne Faye,Benjamin Leanne Faye,F,1981,9th,1981-005,Australia,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Oceania
edition9/edition9_sequence_2.mp4,Camillo,Christine,Camillo Christine,F,1981,9th,1981-017,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Paquita,,,,Paquita,Paquita,1.0,,,1980,Europe
edition9/edition9_sequence_19.mp4,de Almeida,Maria-Alexandra,de Almeida Maria-Alexandra,F,1981,9th,1981-025,Portugal,free,"Prix d'encouragement de la Fondation de la Danse, Paris",1,"Colombine, Benjamin Britten, Michel de Lutry.",,,,"Colombine, Benjamin Britten, Michel de Lutry.","Colombine, Benjamin Britten, Michel de Lutry.",1.0,,,1980,Europe
edition9/edition9_sequence_10.mp4,Giannetti,Stefano,Giannetti Stefano,M,1981,9th,1981-064,Italy,classical,,0,Giselle - Act II,,,,Giselle - Act II,Giselle - Act 2,1.0,,,1980,Europe
edition9/edition9_sequence_6.mp4,Grandjean,Marina,Grandjean Marina,F,1981,9th,1981-039,Switzerland,classical,Prix du meilleur Suisse,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1.0,,,1980,Europe
edition9/edition9_sequence_28.mp4,Horiuchi,Kaori,Horiuchi Kaori,F,1981,9th,1981-008,Japan,free,,0,"Puppet of Japan, Shinichi Yuize, Chorégraphie Personnelle.",,,,"Puppet of Japan, Shinichi Yuize, Chorégraphie Personnelle.","Puppet Of Japan, Shinichi Yuize, Chorégraphie Personnelle.",1.0,,,1980,Asia
edition9/edition9_sequence_1.mp4,Landowski,Manon,Landowski Manon,F,1981,9th,1981-004,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe
edition9/edition9_sequence_8.mp4,Lindup,Janet,Lindup Janet,F,1981,9th,1981-045,South Africa,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1.0,,,1980,Africa
edition9/edition9_sequence_14.mp4,Merlo,Carlo,Merlo Carlo,M,1981,9th,1981-071,Italy,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1980,Europe
edition9/edition9_sequence_29.mp4,Munoz,Olivier,Munoz Olivier,M,1981,9th,1981-069,France,free,Prix de la meilleure chorégraphie personnelle,1,"Rites et Incantations, Darius Milhaud, Chorégraphie Personnelle.",,,,"Rites et Incantations, Darius Milhaud, Chorégraphie Personnelle.","Rites Et Incantations, Darius Milhaud, Chorégraphie Personnelle.",1.0,,,1980,Europe
edition9/edition9_sequence_4.mp4,Pak,Hoon Sook,Pak Hoon Sook,F,1981,9th,1981-038,South Korea,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1.0,,,1980,Asia
edition9/edition9_sequence_11.mp4,Savoye,Pablo,Savoye Pablo,M,1981,9th,1981-065,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Blue Bird,,,,Sleeping Beauty - Blue Bird,Sleeping Beauty - Blue Bird,1.0,,,1980,Europe
edition9/edition9_sequence_13.mp4,Yow,David,Yow David,M,1981,9th,1981-066,United Kingdom,classical,,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1.0,,,1980,Europe
edition10/edition10_sequence_0.mp4,Chérittwizer,Valérie,Chérittwizer Valérie,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe
edition10/edition10_sequence_8.mp4,Collerie De Borely,Delphine,Collerie De Borely Delphine,F,1982,10th,1982-022,France,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Coppelia - Act III,,,,Coppelia - Act III,Coppelia - Act 3,1.0,,,1980,Europe
edition10/edition10_sequence_5.mp4,Contardi,Laura,Contardi Laura,F,1982,10th,1982-025,Italy,classical,,0,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1.0,,,1980,Europe
edition10/edition10_sequence_1.mp4,Felix,Tara,Felix Tara,F,1982,10th,1982-002,USA,classical,,0,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1.0,,,1980,North America
edition10/edition10_sequence_10.mp4,Giannetti,Maurizio,Giannetti Maurizio,M,1982,10th,1982-056,Italy,classical,Bourse pour une année d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1.0,,,1980,Europe
edition10/edition10_sequence_12.mp4,Guiderdoni,Thierry,Guiderdoni Thierry,M,1982,10th,1982-064,France,classical,Prix professionnel,1,Sleeping Beauty - Act III Prince Desiré,,,,Sleeping Beauty - Act III Prince Desiré,Sleeping Beauty - Act 3 - Prince Désiré,1.0,,,1980,Europe
edition10/edition10_sequence_2.mp4,Hallé,Muriel,Hallé Muriel,F,1982,10th,1982-036,France,classical,"Prix d'encouragement offert par la Fondation de la Danse, Paris",1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1.0,,,1980,Europe
edition10/edition10_sequence_32.mp4,Hwang,Marc,Hwang Marc,M,1982,10th,1982-062,France,free,Prix de la meilleure chorégraphie personnelle,1,"la Bo?te, Kurt Weill",,,,"la Bo?te, Kurt Weill","La Bo?te, Kurt Weill",1.0,,,1980,Europe
edition10/edition10_sequence_7.mp4,Kimura,Kiyoko,Kimura Kiyoko,F,1982,10th,1982-033,South Korea,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1.0,,,1980,Asia
edition10/edition10_sequence_14.mp4,Kovats,Tibor,Kovats Tibor,M,1982,10th,1982-058,Hungary,classical,Prix de la Fondation Johnson,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1.0,,,1980,Europe
edition10/edition10_sequence_3.mp4,Marache,Sandrine,Marache Sandrine,F,1982,10th,1982-007,France,classical,Bourse d'une année d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,Coppelia - Act 1,1.0,,,1980,Europe
