filename,surname,name,full_name,possible_gender,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,has_thumbnail,filepath_thumbnail,credits,decade,continent,perf_type_clean,filename_base,perf_clean
edition6/edition6_sequence_8.mp4,Stierli,Jasmine,Stierli Jasmine,female,F,1978,6th,1978-066,Switzerland,classical,Prix du meilleur Suisse,1,Sleeping Beauty - Lilac Fairy,,,,Sleeping Beauty - Lilac Fairy,1.0,,,1970,Europe,classical,edition6_sequence_8.mp4,Sleeping Beauty - Lilac Fairy
edition7/edition7_sequence_0.mp4,Perronno,Myriam,Perronno Myriam,female,F,1979,7th,1979-042,France,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,1.0,,,1970,Europe,classical,edition7_sequence_0.mp4,Sleeping Beauty - Act 1
edition7/edition7_sequence_10.mp4,Herment,Jean-Jacques,Herment Jean-Jacques,male,M,1979,7th,1979-060,France,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1970,Europe,classical,edition7_sequence_10.mp4,"Sleeping Beauty, Prince Desire"
edition7/edition7_sequence_12.mp4,Broomhead,Philipp,Broomhead Philipp,likely male,M,1979,7th,1979-069,United Kingdom,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1970,Europe,classical,edition7_sequence_12.mp4,"Sleeping Beauty, Prince Desire"
edition7/edition7_sequence_13.mp4,Broeckx,Jan,Broeckx Jan,male,M,1979,7th,1979-067,Belgium,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act II,,,,Giselle - Act II,1.0,,,1970,Europe,classical,edition7_sequence_13.mp4,Giselle - Act 2 - Albrecht
edition7/edition7_sequence_2.mp4,Albert,Deanne,Albert Deanne,female,F,1979,7th,1979-007,USA,classical,,0,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,1.0,,,1970,North America,classical,edition7_sequence_2.mp4,Sleeping Beauty - Act 1
edition7/edition7_sequence_3.mp4,Tucker,Ravenna,Tucker Ravenna,female,F,1979,7th,1979-029,United Kingdom,classical,"Prix d'encouragement de la Fondation de la Danse, Paris",1,Sleeping Beauty - Act II,,,,Sleeping Beauty - Act II,1.0,,,1970,Europe,classical,edition7_sequence_3.mp4,Sleeping Beauty - Act 2
edition7/edition7_sequence_4.mp4,Voisard,Sylvia-In¨¨s,Voisard Sylvia-In¨¨s,male,F,1979,7th,1979-016,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act I,,,,Sleeping Beauty - Act I,1.0,,,1970,Europe,classical,edition7_sequence_4.mp4,Sleeping Beauty - Act 1
edition7/edition7_sequence_5.mp4,Funt,Jessica,Funt Jessica,female,F,1979,7th,1979-001,USA,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act III,,,,Coppelia - Act III,1.0,,,1970,North America,classical,edition7_sequence_5.mp4,"Coppelia - Act 3, Girl variation"
edition7/edition7_sequence_6.mp4,Rathfelder,Myl¨¨ne,Rathfelder Myl¨¨ne,female,F,1979,7th,1979-023,Switzerland,classical,Prix du meilleur Suisse,1,Coppelia - Act III,,,,Coppelia - Act III,1.0,,,1970,Europe,classical,edition7_sequence_6.mp4,"Coppelia - Act 3, Girl variation"
edition7/edition7_sequence_7.mp4,V?re,Tiina,V?re Tiina,male,M,1979,7th,1979-046,Finland,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1970,Europe,classical,edition7_sequence_7.mp4,"Sleeping Beauty, Prince Desire"
edition7/edition7_sequence_8.mp4,Boisnon,Jean-Fran?ois,Boisnon Jean-Fran?ois,male,M,1979,7th,1979-056,France,classical,,0,Don Quichotte,,,,Don Quichotte,1.0,,,1970,Europe,classical,edition7_sequence_8.mp4,Don Quichotte - Basile Variation
edition7/edition7_sequence_9.mp4,Onzia,Koen,Onzia Koen,male,M,1979,7th,1979-051,Belgium,classical,M¨¦daille d'or,1,Giselle - Act I,,,,Giselle - Act I,1.0,,,1970,Europe,classical,edition7_sequence_9.mp4,"Giselle - Act 1, Boys variation"
edition9/edition9_sequence_1.mp4,Landowski,Manon,Landowski Manon,female,F,1981,9th,1981-004,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition9_sequence_1.mp4,The Nutcracker - Sugar Plum Fairy
edition9/edition9_sequence_10.mp4,Giannetti,Stefano,Giannetti Stefano,male,M,1981,9th,1981-064,Italy,classical,,0,Giselle - Act II,,,,Giselle - Act II,1.0,,,1980,Europe,classical,edition9_sequence_10.mp4,Giselle - Act 2 - Albrecht
edition9/edition9_sequence_11.mp4,Savoye,Pablo,Savoye Pablo,male,M,1981,9th,1981-065,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Blue Bird,,,,Sleeping Beauty - Blue Bird,1.0,,,1980,Europe,classical,edition9_sequence_11.mp4,Sleeping Beauty - Blue Bird
edition9/edition9_sequence_2.mp4,Camillo,Christine,Camillo Christine,female,F,1981,9th,1981-017,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Paquita,,,,Paquita,1.0,,,1980,Europe,classical,edition9_sequence_2.mp4,Paquita (le Corsaire)
edition9/edition9_sequence_3.mp4,Benjamin,Leanne Faye,Benjamin Leanne Faye,female,F,1981,9th,1981-005,Australia,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Oceania,classical,edition9_sequence_3.mp4,The Nutcracker - Sugar Plum Fairy
edition9/edition9_sequence_4.mp4,Pak,Hoon Sook,Pak Hoon Sook,likely female,F,1981,9th,1981-038,South Korea,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Asia,classical,edition9_sequence_4.mp4,Sleeping Beauty - Act 3
edition9/edition9_sequence_6.mp4,Grandjean,Marina,Grandjean Marina,female,F,1981,9th,1981-039,Switzerland,classical,Prix du meilleur Suisse,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition9_sequence_6.mp4,Sleeping Beauty - Act 3
edition9/edition9_sequence_7.mp4,Belando,B¨¦atrice,Belando B¨¦atrice,female,F,1981,9th,1981-054,France,classical,,0,Paquita,,,,Paquita,1.0,,,1980,Europe,classical,edition9_sequence_7.mp4,Paquita (le Corsaire)
edition10/edition10_sequence_0.mp4,Ch¨¦rittwizer,Val¨¦rie,Ch¨¦rittwizer Val¨¦rie,female,F,1982,10th,1982-014,France,classical,,0,The Nutcracker - Sugar Plum Fairy,,,,The Nutcracker - Sugar Plum Fairy,1.0,,,1980,Europe,classical,edition10_sequence_0.mp4,The Nutcracker - Sugar Plum Fairy
edition10/edition10_sequence_10.mp4,Giannetti,Maurizio,Giannetti Maurizio,male,M,1982,10th,1982-056,Italy,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,1.0,,,1980,Europe,classical,edition10_sequence_10.mp4,Don Quichotte - Basile Variation
edition10/edition10_sequence_12.mp4,Guiderdoni,Thierry,Guiderdoni Thierry,male,M,1982,10th,1982-064,France,classical,Prix professionnel,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1980,Europe,classical,edition10_sequence_12.mp4,"Sleeping Beauty, Prince Desire"
edition10/edition10_sequence_2.mp4,Hall¨¦,Muriel,Hall¨¦ Muriel,female,F,1982,10th,1982-036,France,classical,"Prix d'encouragement offert par la Fondation de la Danse, Paris",1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition10/edition10_sequence_3.mp4,Marache,Sandrine,Marache Sandrine,female,F,1982,10th,1982-007,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1980,Europe,classical,edition10_sequence_3.mp4,"Coppelia - Act 1, Girl variation"
edition10/edition10_sequence_4.mp4,Volf,Katalin,Volf Katalin,female,F,1982,10th,1982-034,Hungary,classical,Prix de la Fondation Johnson,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition10_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition10/edition10_sequence_6.mp4,Moore,Bonnie,Moore Bonnie,female,F,1982,10th,1982-011,USA,classical,Prix de la Fondation Johnson,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,North America,classical,edition10_sequence_6.mp4,Sleeping Beauty - Act 3
edition10/edition10_sequence_7.mp4,Kimura,Kiyoko,Kimura Kiyoko,female,F,1982,10th,1982-033,South Korea,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition10_sequence_7.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition11/edition11_sequence_10.mp4,Redmon,Vincent,Redmon Vincent,male,M,1983,11st,1983-071,United Kingdom,classical,Prix de la Fondation Johnson,1,Don Quichotte,,,,Don Quichotte,1.0,,,1980,Europe,classical,edition11_sequence_10.mp4,Don Quichotte - Basile Variation
edition11/edition11_sequence_11.mp4,Horiuchi,Jyu,Horiuchi Jyu,likely male,M,1983,11st,1983-070,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act I,,,,Giselle - Act I,1.0,,,1980,Asia,classical,edition11_sequence_11.mp4,"Giselle - Act 1, Boys variation"
edition11/edition11_sequence_12.mp4,Elizab¨¦,St¨¦phane,Elizab¨¦ St¨¦phane,male,M,1983,11st,1983-075,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition11_sequence_12.mp4,"Sleeping Beauty, Prince Desire"
edition11/edition11_sequence_2.mp4,Roncaglia,Irina,Roncaglia Irina,female,F,1983,11st,1983-036,Italy,classical,"Prix d'encouragement de la Fondation de la Danse, Paris",1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition11_sequence_2.mp4,Sleeping Beauty - Act 3
edition11/edition11_sequence_3.mp4,Lammersen,Kirstin,Lammersen Kirstin,female,F,1983,11st,1983-027,Federal Republic of Germany,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition11_sequence_3.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition11/edition11_sequence_4.mp4,Gdaniec,Katarzyna,Gdaniec Katarzyna,female,F,1983,11st,1983-054,Poland,classical,Prix de la Fondation Johnson,1,Coppelia - Act III,,,,Coppelia - Act III,1.0,,,1980,Europe,classical,edition11_sequence_4.mp4,"Coppelia - Act 3, Girl variation"
edition11/edition11_sequence_5.mp4,Caccia,Ghislaine,Caccia Ghislaine,female,F,1983,11st,1983-002,Switzerland,classical,Prix du meilleur Suisse,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1980,Europe,classical,edition11_sequence_5.mp4,Swan Lake - Act 1
edition11/edition11_sequence_8.mp4,Arndt,Stefanie,Arndt Stefanie,female,F,1983,11st,1983-020,Federal Republic of Germany,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition11_sequence_8.mp4,Sleeping Beauty - Act 3
edition11/edition11_sequence_9.mp4,Santi,Marco,Santi Marco,male,M,1983,11st,1983-072,Italy,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne)-Prix de la meilleure chor¨¦graphie personnelle,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition11_sequence_9.mp4,"Sleeping Beauty, Prince Desire"
edition12/edition12_sequence_0.mp4,Valtat,Muriel,Valtat Muriel,female,F,1984,12nd,1984-018,France,classical,Prix professionnel,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition12_sequence_0.mp4,Sleeping Beauty - Act 3
edition12/edition12_sequence_1.mp4,Sunaga,Rie,Sunaga Rie,female,F,1984,12nd,1984-003,Japan,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition12_sequence_1.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition12/edition12_sequence_2.mp4,Lenzi,Sabrina,Lenzi Sabrina,female,F,1984,12nd,1984-029,Italy,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition12_sequence_2.mp4,Sleeping Beauty - Act 3
edition12/edition12_sequence_5.mp4,Grant,Ann-Marie,Grant Ann-Marie,female,F,1984,12nd,1984-023,USA,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,North America,classical,edition12_sequence_5.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition12/edition12_sequence_7.mp4,Ushio,Kazumi,Ushio Kazumi,female,F,1984,12nd,1984-009,Japan,classical,Prix d'encouragement du jury,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition12_sequence_7.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition12/edition12_sequence_8.mp4,Deferm,Nadia,Deferm Nadia,female,F,1984,12nd,1984-025,Belgium,classical,Prix professionnel,1,Coppelia - Act III,,,,Coppelia - Act III,1.0,,,1980,Europe,classical,edition12_sequence_8.mp4,"Coppelia - Act 3, Girl variation"
edition12/edition12_sequence_9.mp4,Durante,Viviana,Durante Viviana,female,F,1984,12nd,1984-005,Italy,classical,Prix de la Fondation Johnson,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1980,Europe,classical,edition12_sequence_9.mp4,Swan Lake - Act 1
edition13/edition13_sequence_0.mp4,Van De Vyver,Ariane,Van De Vyver Ariane,male,F,1985,13rd,1985-029,Belgium,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition13_sequence_0.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition13/edition13_sequence_3.mp4,Vinckier,Greet,Vinckier Greet,female,F,1985,13rd,1985-008,Belgium,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition13_sequence_3.mp4,Sleeping Beauty - Act 3
edition13/edition13_sequence_5.mp4,Ferla,Xavier,Ferla Xavier,male,M,1985,13rd,1985-040,Switzerland,classical,Prix de Lausanne exceptionnel,1,Giselle - Act I,,,,Giselle - Act I,1.0,,,1980,Europe,classical,edition13_sequence_5.mp4,"Giselle - Act 1, Boys variation"
edition14/edition14_sequence_0.mp4,Goh,Chan Hon,Goh Chan Hon,male,F,1986,14th,1986-020,Canada,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,North America,classical,edition14_sequence_0.mp4,Sleeping Beauty - Act 3
edition14/edition14_sequence_1.mp4,Hayashi,Michiyo,Hayashi Michiyo,female,F,1986,14th,1986-017,Japan,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Asia,classical,edition14_sequence_1.mp4,Sleeping Beauty - Act 3
edition14/edition14_sequence_10.mp4,Chaduteau,C¨¦cile,Chaduteau C¨¦cile,female,F,1986,14th,1986-045,France,classical,Prix de la Fondation Johnson,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition14_sequence_10.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition14/edition14_sequence_13.mp4,Rebeck,Raimondo,Rebeck Raimondo,male,M,1986,14th,1986-083,German Democratic Republic,classical,,0,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,,,,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,1.0,,,1980,Europe,classical,edition14_sequence_13.mp4,"Sleeping Beauty, Prince Desire"
edition14/edition14_sequence_3.mp4,Cox,Julie,Cox Julie,female,F,1986,14th,1986-044,USA,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,North America,classical,edition14_sequence_3.mp4,Sleeping Beauty - Act 3
edition14/edition14_sequence_4.mp4,Sato,Akemi,Sato Akemi,female,F,1986,14th,1986-052,Japan,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition14_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition14/edition14_sequence_5.mp4,Euverink,Nancy,Euverink Nancy,female,F,1986,14th,1986-058,Netherlands,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Europe,classical,edition14_sequence_5.mp4,Sleeping Beauty - Act 3
edition14/edition14_sequence_6.mp4,Akiyama,Tamako,Akiyama Tamako,female,F,1986,14th,1986-039,Japan,classical,Prix de la Fondation Johnson,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition14_sequence_6.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition14/edition14_sequence_7.mp4,Searchfield,Nicola Jane,Searchfield Nicola Jane,female,F,1986,14th,1986-026,New Zealand,classical,Prix professionnel,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Oceania,classical,edition14_sequence_7.mp4,Sleeping Beauty - Act 3
edition14/edition14_sequence_8.mp4,Nakamura,Kaori,Nakamura Kaori,female,F,1986,14th,1986-009,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition14_sequence_8.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition14/edition14_sequence_9.mp4,Bussell,Darcey,Bussell Darcey,female,F,1986,14th,1986-019,United Kingdom,classical,Prix de la Fondation Johnson,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1980,Europe,classical,edition14_sequence_9.mp4,Swan Lake - Act 1
edition15/edition15_sequence_0.mp4,Broncin,Emmanuelle,Broncin Emmanuelle,female,F,1987,15th,1987-032,France,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition15_sequence_0.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition15/edition15_sequence_1.mp4,Yamada,Ayako,Yamada Ayako,female,F,1987,15th,1987-004,Japan,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Asia,classical,edition15_sequence_1.mp4,Sleeping Beauty - Act 3
edition15/edition15_sequence_11.mp4,Chen,Yan,Chen Yan,likely female,F,1987,15th,1987-018,China,classical,,0,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1980,Asia,classical,edition15_sequence_11.mp4,"Coppelia - Act 1, Girl variation"
edition15/edition15_sequence_12.mp4,Gafner,Fr¨¦d¨¦ric,Gafner Fr¨¦d¨¦ric,male,M,1987,15th,1987-090,Switzerland,classical,Prix professionnel,1,Giselle - Act II,,,,Giselle - Act II,1.0,,,1980,Europe,classical,edition15_sequence_12.mp4,Giselle - Act 2 - Albrecht
edition15/edition15_sequence_13.mp4,Mart¨ªnez,Jos¨¦ Carlos,Mart¨ªnez Jos¨¦ Carlos,male,M,1987,15th,1987-097,Spain,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,1.0,,,1980,Europe,classical,edition15_sequence_13.mp4,Don Quichotte - Basile Variation
edition15/edition15_sequence_14.mp4,Svalberg,Joakim,Svalberg Joakim,male,M,1987,15th,1987-088,Sweden,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition15_sequence_14.mp4,"Le Corsaire, Boys variation"
edition15/edition15_sequence_16.mp4,Cassidy,Michael Stuart,Cassidy Michael Stuart,male,M,1987,15th,1987-094,United Kingdom,classical,Prix professionnel,1,Giselle - Act II,,,,Giselle - Act II,1.0,,,1980,Europe,classical,edition15_sequence_16.mp4,Giselle - Act 2 - Albrecht
edition15/edition15_sequence_17.mp4,Cai,Yilei,Cai Yilei,likely male,M,1987,15th,1987-081,China,classical,M¨¦daille d'or,1,Don Quichotte - Act III,,,,Don Quichotte - Act III,1.0,,,1980,Asia,classical,edition15_sequence_17.mp4,Don Quichotte - Basile Variation
edition15/edition15_sequence_2.mp4,Gluck,Virginia,Gluck Virginia,female,F,1987,15th,1987-037,Spain,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition15_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition15/edition15_sequence_4.mp4,Gimenez,Maria,Gimenez Maria,female,F,1987,15th,1987-036,Spain,classical,,0,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1980,Europe,classical,edition15_sequence_4.mp4,Swan Lake - Act 1
edition15/edition15_sequence_5.mp4,Mcdermott,Christina,Mcdermott Christina,female,F,1987,15th,1987-035,Switzerland,classical,Meilleur Suisse,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition15_sequence_5.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition15/edition15_sequence_6.mp4,Borrer,Cosima,Borrer Cosima,female,F,1987,15th,1987-031,Switzerland,classical,,0,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,1.0,,,1980,Europe,classical,edition15_sequence_6.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition15/edition15_sequence_7.mp4,Iyoku,Takako,Iyoku Takako,female,F,1987,15th,1987-042,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition15_sequence_7.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_0.mp4,Cabi¨¦,Marie-Soizic,Cabi¨¦ Marie-Soizic,female,F,1988,16th,1988-076,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition16_sequence_0.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_10.mp4,Watanabe,Misaki,Watanabe Misaki,female,F,1988,16th,1988-002,Japan,classical,Prix Espoir (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition16_sequence_10.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_11.mp4,Schofield,Tiekka,Schofield Tiekka,female,F,1988,16th,1988-046,USA,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,North America,classical,edition16_sequence_11.mp4,Sleeping Beauty - Act 3
edition16/edition16_sequence_12.mp4,Romero,Muriel,Romero Muriel,female,F,1988,16th,1988-006,Spain,classical,Prix de la Fondation de la Danse ¨¤ Paris,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition16_sequence_12.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_13.mp4,Solymosi,Tam¨¢s,Solymosi Tam¨¢s,male,M,1988,16th,1988-098,Hungary,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1980,Europe,classical,edition16_sequence_13.mp4,"Sleeping Beauty, Prince Desire"
edition16/edition16_sequence_14.mp4,Zinoun,Ja?s,Zinoun Ja?s,male,M,1988,16th,1988-100,Morocco/Belgium,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Africa,classical,edition16_sequence_14.mp4,"Le Corsaire, Boys variation"
edition16/edition16_sequence_15.mp4,Calvetti,Antonio,Calvetti Antonio,male,M,1988,16th,1988-092,Italy,classical,Prix Esp¨¨ces,1,Swan Lake - Act III,,,,Swan Lake - Act III,1.0,,,1980,Europe,classical,edition16_sequence_15.mp4,Swan Lake - Act 3 - Siegfried Variation
